0,23,21,16,26,17,35,37,12,29,18,20,36,2,3,1,31
0.0000,-0.1015,0.0000,0.0000,0.1886,-0.0243,0.0000,0.0000,-0.0384,0.1250,0.2188,-0.1520,0.0000,0.0000,-0.1289,-0.0968,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8713,0.0000,-0.3298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,-0.4379,0.0000,0.0000,0.0000,0.0000,-0.5048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9998,-0.0182,0.0000,0.0000,0.0000
0.0000,-0.1663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4716,-0.0073,-0.4999,0.0000,0.0000,0.0000
0.0442,0.0000,0.0000,0.0000,0.0000,0.0000,-0.9923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,-0.3578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1783,0.9166,0.0000
0.0000,0.5439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2763,0.0000,-0.1864,0.1778,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,-0.6593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7519
-0.4926,0.0000,0.0000,0.0000,0.0000,0.0000,0.5793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.7136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4514
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3815,0.5825,0.0000,0.0000,0.0000
0.0000,0.0000,0.5541,0.0000,0.0000,0.0000,0.0000,0.4588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,-0.7509,0.0000,0.0000,0.0000,0.0000,-0.2724,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.3982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5804,-0.0816,0.0000
0.9870,0.0000,0.0000,0.0000,0.0000,0.0000,0.1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,-0.3672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6461
